goods_receipt_item_id,goods_receipt_id,purchase_order_item_id,line_number,product_id,batch_code,receipt_uom_id,received_pac_quantity,accepted_pac_quantity,rejected_pac_quantity,received_base_quantity,accepted_base_quantity,rejected_base_quantity,notes,created_date,created_by,updated_date,updated_by
178,38,166,1,1469,B26-P1469-000178,6,7.0,7.0,0.0,70.0,70.0,0.0,,2026-07-10 08:00:00,system,2026-07-10 08:00:00,system
179,38,167,2,1037,B26-P1037-000179,6,27.0,27.0,0.0,10.8,10.8,0.0,,2026-07-10 08:00:00,system,2026-07-10 08:00:00,system
180,38,168,3,371,B26-P0371-000180,6,3.0,3.0,0.0,15.0,15.0,0.0,,2026-07-10 08:00:00,system,2026-07-10 08:00:00,system
181,38,169,4,1042,B26-P1042-000181,6,1.0,1.0,0.0,10.0,10.0,0.0,,2026-07-10 08:00:00,system,2026-07-10 08:00:00,system
182,38,170,5,1002,B26-P1002-000182,6,3.0,3.0,0.0,3.0,3.0,0.0,,2026-07-10 08:00:00,system,2026-07-10 08:00:00,system
183,39,171,1,860,B26-P0860-000183,6,1.0,1.0,0.0,210.0,210.0,0.0,,2026-04-13 08:00:00,system,2026-04-13 08:00:00,system
184,39,172,2,908,B26-P0908-000184,6,16.0,15.0,1.0,80.0,75.0,5.0,,2026-04-13 08:00:00,system,2026-04-13 08:00:00,system
185,39,173,3,1023,B26-P1023-000185,6,4.0,4.0,0.0,40.0,40.0,0.0,,2026-04-13 08:00:00,system,2026-04-13 08:00:00,system
186,39,174,4,1148,B26-P1148-000186,1,2.0,2.0,0.0,2000.0,2000.0,0.0,,2026-04-13 08:00:00,system,2026-04-13 08:00:00,system
187,39,175,5,1118,B26-P1118-000187,6,47.0,47.0,0.0,47.0,47.0,0.0,,2026-04-13 08:00:00,system,2026-04-13 08:00:00,system
188,39,176,6,428,B26-P0428-000188,6,1.0,1.0,0.0,25.0,25.0,0.0,,2026-04-13 08:00:00,system,2026-04-13 08:00:00,system
189,39,177,7,640,B26-P0640-000189,6,6.0,6.0,0.0,1080.0,1080.0,0.0,,2026-04-13 08:00:00,system,2026-04-13 08:00:00,system
190,40,171,1,860,B26-P0860-000190,6,1.0,0.0,1.0,210.0,0.0,210.0,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
191,40,172,2,908,B26-P0908-000191,6,16.0,16.0,0.0,80.0,80.0,0.0,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
192,40,173,3,1023,B26-P1023-000192,6,6.0,6.0,0.0,60.0,60.0,0.0,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
193,40,174,4,1148,B26-P1148-000193,1,4.0,4.0,0.0,4000.0,4000.0,0.0,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
194,40,175,5,1118,B26-P1118-000194,6,13.0,13.0,0.0,13.0,13.0,0.0,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
195,40,176,6,428,B26-P0428-000195,6,11.0,11.0,0.0,275.0,275.0,0.0,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
196,40,178,7,1139,B26-P1139-000196,6,5.0,5.0,0.0,50.0,50.0,0.0,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
197,41,179,1,599,B26-P0599-000197,6,35.0,35.0,0.0,1050.0,1050.0,0.0,,2026-06-06 08:00:00,system,2026-06-06 08:00:00,system
198,41,180,2,1082,B26-P1082-000198,6,15.0,15.0,0.0,2700.0,2700.0,0.0,,2026-06-06 08:00:00,system,2026-06-06 08:00:00,system
199,41,181,3,448,B26-P0448-000199,6,8.0,8.0,0.0,80.0,80.0,0.0,,2026-06-06 08:00:00,system,2026-06-06 08:00:00,system
200,41,182,4,735,B26-P0735-000200,6,15.0,15.0,0.0,45.0,45.0,0.0,,2026-06-06 08:00:00,system,2026-06-06 08:00:00,system
201,42,183,1,1476,B26-P1476-000201,6,9.0,9.0,0.0,27.0,27.0,0.0,,2026-05-16 08:00:00,system,2026-05-16 08:00:00,system
202,42,184,2,95,B26-P0095-000202,6,2.0,2.0,0.0,420.0,420.0,0.0,,2026-05-16 08:00:00,system,2026-05-16 08:00:00,system
203,42,185,3,534,B26-P0534-000203,1,2.0,2.0,0.0,4000.0,4000.0,0.0,,2026-05-16 08:00:00,system,2026-05-16 08:00:00,system
204,42,186,4,707,B26-P0707-000204,6,2.0,2.0,0.0,420.0,420.0,0.0,,2026-05-16 08:00:00,system,2026-05-16 08:00:00,system
205,42,187,5,1420,B26-P1420-000205,1,3.0,3.0,0.0,6000.0,6000.0,0.0,,2026-05-16 08:00:00,system,2026-05-16 08:00:00,system
206,42,188,6,1002,B26-P1002-000206,6,39.0,39.0,0.0,39.0,39.0,0.0,,2026-05-16 08:00:00,system,2026-05-16 08:00:00,system
207,42,189,7,232,B26-P0232-000207,1,3.0,3.0,0.0,3000.0,3000.0,0.0,,2026-05-16 08:00:00,system,2026-05-16 08:00:00,system
208,43,183,1,1476,B26-P1476-000208,6,61.0,61.0,0.0,183.0,183.0,0.0,,2026-05-21 08:00:00,system,2026-05-21 08:00:00,system
209,43,185,2,534,B26-P0534-000209,1,1.0,1.0,0.0,2000.0,2000.0,0.0,,2026-05-21 08:00:00,system,2026-05-21 08:00:00,system
210,43,186,3,707,B26-P0707-000210,6,1.0,1.0,0.0,210.0,210.0,0.0,,2026-05-21 08:00:00,system,2026-05-21 08:00:00,system
211,43,188,4,1002,B26-P1002-000211,6,31.0,31.0,0.0,31.0,31.0,0.0,,2026-05-21 08:00:00,system,2026-05-21 08:00:00,system
212,43,189,5,232,B26-P0232-000212,1,1.0,1.0,0.0,1000.0,1000.0,0.0,,2026-05-21 08:00:00,system,2026-05-21 08:00:00,system
213,44,195,1,1111,B26-P1111-000213,6,96.0,96.0,0.0,38.4,38.4,0.0,,2026-01-31 08:00:00,system,2026-01-31 08:00:00,system
214,45,196,1,1158,B26-P1158-000214,6,10.0,10.0,0.0,30.0,30.0,0.0,,2026-03-24 08:00:00,system,2026-03-24 08:00:00,system
215,46,197,1,368,B26-P0368-000215,6,31.0,31.0,0.0,31.0,31.0,0.0,,2026-07-05 08:00:00,system,2026-07-05 08:00:00,system
216,46,198,2,845,B26-P0845-000216,6,2.0,2.0,0.0,420.0,420.0,0.0,,2026-07-05 08:00:00,system,2026-07-05 08:00:00,system
217,46,199,3,333,B26-P0333-000217,1,1.0,1.0,0.0,1000.0,1000.0,0.0,,2026-07-05 08:00:00,system,2026-07-05 08:00:00,system
218,46,200,4,280,B26-P0280-000218,6,18.0,18.0,0.0,540.0,540.0,0.0,,2026-07-05 08:00:00,system,2026-07-05 08:00:00,system
219,46,201,5,1421,B26-P1421-000219,6,5.0,5.0,0.0,15.0,15.0,0.0,,2026-07-05 08:00:00,system,2026-07-05 08:00:00,system
220,46,202,6,466,B26-P0466-000220,6,14.0,14.0,0.0,140.0,140.0,0.0,,2026-07-05 08:00:00,system,2026-07-05 08:00:00,system
221,46,204,7,1049,B26-P1049-000221,6,15.0,15.0,0.0,30.0,30.0,0.0,,2026-07-05 08:00:00,system,2026-07-05 08:00:00,system
222,46,205,8,667,B26-P0667-000222,6,1.0,1.0,0.0,55.0,55.0,0.0,,2026-07-05 08:00:00,system,2026-07-05 08:00:00,system
223,47,197,1,368,B26-P0368-000223,6,33.0,33.0,0.0,33.0,33.0,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
224,47,198,2,845,B26-P0845-000224,6,2.0,2.0,0.0,420.0,420.0,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
225,47,199,3,333,B26-P0333-000225,1,2.0,2.0,0.0,2000.0,2000.0,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
226,47,200,4,280,B26-P0280-000226,6,9.0,9.0,0.0,270.0,270.0,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
227,47,201,5,1421,B26-P1421-000227,6,11.0,11.0,0.0,33.0,33.0,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
228,47,202,6,466,B26-P0466-000228,6,7.0,7.0,0.0,70.0,70.0,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
229,47,203,7,423,B26-P0423-000229,6,42.0,42.0,0.0,126.0,126.0,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
230,47,204,8,1049,B26-P1049-000230,6,37.0,37.0,0.0,74.0,74.0,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
231,47,205,9,667,B26-P0667-000231,6,2.0,2.0,0.0,110.0,110.0,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
232,48,206,1,761,B26-P0761-000232,6,18.0,18.0,0.0,180.0,180.0,0.0,,2026-01-10 08:00:00,system,2026-01-10 08:00:00,system
233,48,207,2,819,B26-P0819-000233,1,3.0,3.0,0.0,3000.0,3000.0,0.0,,2026-01-10 08:00:00,system,2026-01-10 08:00:00,system
234,49,206,1,761,B26-P0761-000234,6,14.0,14.0,0.0,140.0,140.0,0.0,,2026-01-12 08:00:00,system,2026-01-12 08:00:00,system
235,50,210,1,572,B26-P0572-000235,6,2.0,2.0,0.0,110.0,110.0,0.0,,2026-02-06 08:00:00,system,2026-02-06 08:00:00,system
236,51,211,1,1133,B26-P1133-000236,6,8.0,8.0,0.0,1440.0,1440.0,0.0,,2026-02-21 08:00:00,system,2026-02-21 08:00:00,system
237,51,212,2,1469,B26-P1469-000237,6,14.0,14.0,0.0,140.0,140.0,0.0,,2026-02-21 08:00:00,system,2026-02-21 08:00:00,system
238,52,218,1,277,B26-P0277-000238,6,14.0,13.0,1.0,210.0,195.0,15.0,,2026-05-16 08:00:00,system,2026-05-16 08:00:00,system
239,52,219,2,1365,B26-P1365-000239,6,6.0,6.0,0.0,330.0,330.0,0.0,,2026-05-16 08:00:00,system,2026-05-16 08:00:00,system
240,53,231,1,508,B26-P0508-000240,6,11.0,11.0,0.0,55.0,55.0,0.0,,2026-06-28 08:00:00,system,2026-06-28 08:00:00,system
241,53,232,2,506,B26-P0506-000241,1,6.0,6.0,0.0,12000.0,12000.0,0.0,,2026-06-28 08:00:00,system,2026-06-28 08:00:00,system
242,53,233,3,1249,B26-P1249-000242,6,3.0,3.0,0.0,165.0,165.0,0.0,,2026-06-28 08:00:00,system,2026-06-28 08:00:00,system
243,53,234,4,608,B26-P0608-000243,6,12.0,12.0,0.0,60.0,60.0,0.0,,2026-06-28 08:00:00,system,2026-06-28 08:00:00,system
244,53,235,5,1423,B26-P1423-000244,6,3.0,3.0,0.0,30.0,30.0,0.0,,2026-06-28 08:00:00,system,2026-06-28 08:00:00,system
245,53,236,6,277,B26-P0277-000245,6,15.0,15.0,0.0,225.0,225.0,0.0,,2026-06-28 08:00:00,system,2026-06-28 08:00:00,system
246,53,237,7,269,B26-P0269-000246,6,1.0,1.0,0.0,210.0,210.0,0.0,,2026-06-28 08:00:00,system,2026-06-28 08:00:00,system
247,53,238,8,230,B26-P0230-000247,6,1.0,1.0,0.0,180.0,180.0,0.0,,2026-06-28 08:00:00,system,2026-06-28 08:00:00,system
248,53,239,9,348,B26-P0348-000248,1,7.0,7.0,0.0,7000.0,7000.0,0.0,,2026-06-28 08:00:00,system,2026-06-28 08:00:00,system
249,53,240,10,1438,B26-P1438-000249,6,4.0,4.0,0.0,220.0,220.0,0.0,,2026-06-28 08:00:00,system,2026-06-28 08:00:00,system
250,53,241,11,129,B26-P0129-000250,6,22.0,22.0,0.0,26.4,26.4,0.0,,2026-06-28 08:00:00,system,2026-06-28 08:00:00,system
251,53,242,12,490,B26-P0490-000251,1,1.0,0.0,1.0,1000.0,0.0,1000.0,,2026-06-28 08:00:00,system,2026-06-28 08:00:00,system
252,54,231,1,508,B26-P0508-000252,6,19.0,19.0,0.0,95.0,95.0,0.0,,2026-06-30 08:00:00,system,2026-06-30 08:00:00,system
253,54,233,2,1249,B26-P1249-000253,6,1.0,1.0,0.0,55.0,55.0,0.0,,2026-06-30 08:00:00,system,2026-06-30 08:00:00,system
254,54,234,3,608,B26-P0608-000254,6,12.0,11.0,1.0,60.0,55.0,5.0,,2026-06-30 08:00:00,system,2026-06-30 08:00:00,system
255,54,235,4,1423,B26-P1423-000255,6,11.0,11.0,0.0,110.0,110.0,0.0,,2026-06-30 08:00:00,system,2026-06-30 08:00:00,system
256,54,236,5,277,B26-P0277-000256,6,1.0,1.0,0.0,15.0,15.0,0.0,,2026-06-30 08:00:00,system,2026-06-30 08:00:00,system
257,54,237,6,269,B26-P0269-000257,6,3.0,3.0,0.0,630.0,630.0,0.0,,2026-06-30 08:00:00,system,2026-06-30 08:00:00,system
258,54,238,7,230,B26-P0230-000258,6,7.0,7.0,0.0,1260.0,1260.0,0.0,,2026-06-30 08:00:00,system,2026-06-30 08:00:00,system
259,54,239,8,348,B26-P0348-000259,1,1.0,0.0,1.0,1000.0,0.0,1000.0,,2026-06-30 08:00:00,system,2026-06-30 08:00:00,system
260,54,240,9,1438,B26-P1438-000260,6,4.0,4.0,0.0,220.0,220.0,0.0,,2026-06-30 08:00:00,system,2026-06-30 08:00:00,system
261,54,241,10,129,B26-P0129-000261,6,34.0,34.0,0.0,40.8,40.8,0.0,,2026-06-30 08:00:00,system,2026-06-30 08:00:00,system
262,54,242,11,490,B26-P0490-000262,1,1.0,1.0,0.0,1000.0,1000.0,0.0,,2026-06-30 08:00:00,system,2026-06-30 08:00:00,system
263,55,246,1,707,B26-P0707-000263,6,5.0,5.0,0.0,1050.0,1050.0,0.0,,2026-01-18 08:00:00,system,2026-01-18 08:00:00,system
264,55,247,2,652,B26-P0652-000264,6,4.0,4.0,0.0,200.0,200.0,0.0,,2026-01-18 08:00:00,system,2026-01-18 08:00:00,system
265,56,248,1,1443,B26-P1443-000265,1,2.0,1.0,1.0,4000.0,2000.0,2000.0,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
266,56,249,2,707,B26-P0707-000266,6,1.0,1.0,0.0,210.0,210.0,0.0,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
267,56,253,3,1477,B26-P1477-000267,6,9.0,8.0,1.0,45.0,40.0,5.0,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
268,56,254,4,1037,B26-P1037-000268,6,4.0,4.0,0.0,1.6,1.6,0.0,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
269,56,255,5,1079,B26-P1079-000269,6,3.0,3.0,0.0,30.0,30.0,0.0,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
270,56,256,6,777,B26-P0777-000270,6,4.0,4.0,0.0,80.0,80.0,0.0,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
271,56,257,7,435,B26-P0435-000271,6,4.0,4.0,0.0,80.0,80.0,0.0,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
272,56,259,8,132,B26-P0132-000272,6,1.0,1.0,0.0,10.0,10.0,0.0,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
273,56,260,9,1153,B26-P1153-000273,6,2.0,2.0,0.0,40.0,40.0,0.0,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
274,56,261,10,1076,B26-P1076-000274,6,1.0,1.0,0.0,1.0,1.0,0.0,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
275,57,248,1,1443,B26-P1443-000275,1,4.0,4.0,0.0,8000.0,8000.0,0.0,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
276,57,249,2,707,B26-P0707-000276,6,1.0,1.0,0.0,210.0,210.0,0.0,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
277,57,250,3,545,B26-P0545-000277,6,2.0,2.0,0.0,420.0,420.0,0.0,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
278,57,252,4,3,B26-P0003-000278,6,1.0,1.0,0.0,5.0,5.0,0.0,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
279,57,253,5,1477,B26-P1477-000279,6,2.0,2.0,0.0,10.0,10.0,0.0,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
280,57,254,6,1037,B26-P1037-000280,6,4.0,3.0,1.0,1.6,1.2,0.4,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
281,57,255,7,1079,B26-P1079-000281,6,2.0,2.0,0.0,20.0,20.0,0.0,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
282,57,256,8,777,B26-P0777-000282,6,12.0,12.0,0.0,240.0,240.0,0.0,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
283,57,257,9,435,B26-P0435-000283,6,5.0,5.0,0.0,100.0,100.0,0.0,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
284,57,260,10,1153,B26-P1153-000284,6,4.0,4.0,0.0,80.0,80.0,0.0,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
285,57,261,11,1076,B26-P1076-000285,6,2.0,2.0,0.0,2.0,2.0,0.0,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
286,58,263,1,548,B26-P0548-000286,1,4.0,4.0,0.0,4000.0,4000.0,0.0,,2026-03-14 08:00:00,system,2026-03-14 08:00:00,system
287,58,264,2,201,B26-P0201-000287,6,1.0,1.0,0.0,210.0,210.0,0.0,,2026-03-14 08:00:00,system,2026-03-14 08:00:00,system
288,58,265,3,1209,B26-P1209-000288,6,30.0,30.0,0.0,600.0,600.0,0.0,,2026-03-14 08:00:00,system,2026-03-14 08:00:00,system
289,58,266,4,606,B26-P0606-000289,1,2.0,2.0,0.0,4000.0,4000.0,0.0,,2026-03-14 08:00:00,system,2026-03-14 08:00:00,system
290,58,267,5,1111,B26-P1111-000290,6,21.0,21.0,0.0,8.4,8.4,0.0,,2026-03-14 08:00:00,system,2026-03-14 08:00:00,system
291,58,268,6,93,B26-P0093-000291,6,8.0,8.0,0.0,440.0,440.0,0.0,,2026-03-14 08:00:00,system,2026-03-14 08:00:00,system
292,59,270,1,1134,B26-P1134-000292,6,49.0,49.0,0.0,19.6,19.6,0.0,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
293,59,271,2,959,B26-P0959-000293,6,55.0,55.0,0.0,165.0,165.0,0.0,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
294,59,272,3,957,B26-P0957-000294,1,1.0,1.0,0.0,1000.0,1000.0,0.0,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
295,59,273,4,1443,B26-P1443-000295,1,1.0,1.0,0.0,2000.0,2000.0,0.0,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
296,59,274,5,1320,B26-P1320-000296,6,21.0,21.0,0.0,420.0,420.0,0.0,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
297,60,269,1,877,B26-P0877-000297,1,8.0,8.0,0.0,16000.0,16000.0,0.0,,2026-06-15 08:00:00,system,2026-06-15 08:00:00,system
298,60,270,2,1134,B26-P1134-000298,6,1.0,1.0,0.0,0.4,0.4,0.0,,2026-06-15 08:00:00,system,2026-06-15 08:00:00,system
299,60,271,3,959,B26-P0959-000299,6,1.0,1.0,0.0,3.0,3.0,0.0,,2026-06-15 08:00:00,system,2026-06-15 08:00:00,system
300,60,273,4,1443,B26-P1443-000300,1,1.0,1.0,0.0,2000.0,2000.0,0.0,,2026-06-15 08:00:00,system,2026-06-15 08:00:00,system
301,61,275,1,1146,B26-P1146-000301,6,6.0,6.0,0.0,330.0,330.0,0.0,,2026-04-03 08:00:00,system,2026-04-03 08:00:00,system
302,62,277,1,1123,B26-P1123-000302,6,1.0,1.0,0.0,50.0,50.0,0.0,,2026-05-15 08:00:00,system,2026-05-15 08:00:00,system
303,62,278,2,1398,B26-P1398-000303,6,1.0,1.0,0.0,25.0,25.0,0.0,,2026-05-15 08:00:00,system,2026-05-15 08:00:00,system
304,62,279,3,125,B26-P0125-000304,6,2.0,2.0,0.0,420.0,420.0,0.0,,2026-05-15 08:00:00,system,2026-05-15 08:00:00,system
305,62,280,4,1066,B26-P1066-000305,6,6.0,6.0,0.0,3.0,3.0,0.0,,2026-05-15 08:00:00,system,2026-05-15 08:00:00,system
306,63,279,1,125,B26-P0125-000306,6,1.0,1.0,0.0,210.0,210.0,0.0,,2026-05-18 08:00:00,system,2026-05-18 08:00:00,system
307,63,280,2,1066,B26-P1066-000307,6,2.0,2.0,0.0,1.0,1.0,0.0,,2026-05-18 08:00:00,system,2026-05-18 08:00:00,system
308,64,281,1,1095,B26-P1095-000308,6,5.0,5.0,0.0,5.0,5.0,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
309,64,282,2,1347,B26-P1347-000309,6,7.0,7.0,0.0,385.0,385.0,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
310,64,283,3,1381,B26-P1381-000310,6,7.0,7.0,0.0,70.0,70.0,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
311,64,284,4,450,B26-P0450-000311,6,3.0,3.0,0.0,60.0,60.0,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
312,64,285,5,536,B26-P0536-000312,6,13.0,13.0,0.0,65.0,65.0,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
313,64,286,6,752,B26-P0752-000313,6,2.0,2.0,0.0,100.0,100.0,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
314,64,287,7,1047,B26-P1047-000314,6,1.0,1.0,0.0,0.5,0.5,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
315,64,288,8,228,B26-P0228-000315,6,1.0,1.0,0.0,50.0,50.0,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
316,64,290,9,1267,B26-P1267-000316,6,2.0,2.0,0.0,2.0,2.0,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
317,64,291,10,1336,B26-P1336-000317,6,44.0,44.0,0.0,44.0,44.0,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
318,64,292,11,76,B26-P0076-000318,6,4.0,4.0,0.0,120.0,120.0,0.0,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
319,65,281,1,1095,B26-P1095-000319,6,17.0,17.0,0.0,17.0,17.0,0.0,,2026-07-12 08:00:00,system,2026-07-12 08:00:00,system
320,65,282,2,1347,B26-P1347-000320,6,1.0,1.0,0.0,55.0,55.0,0.0,,2026-07-12 08:00:00,system,2026-07-12 08:00:00,system
321,65,283,3,1381,B26-P1381-000321,6,3.0,3.0,0.0,30.0,30.0,0.0,,2026-07-12 08:00:00,system,2026-07-12 08:00:00,system
322,65,284,4,450,B26-P0450-000322,6,4.0,4.0,0.0,80.0,80.0,0.0,,2026-07-12 08:00:00,system,2026-07-12 08:00:00,system
323,65,285,5,536,B26-P0536-000323,6,6.0,6.0,0.0,30.0,30.0,0.0,,2026-07-12 08:00:00,system,2026-07-12 08:00:00,system
324,65,286,6,752,B26-P0752-000324,6,2.0,2.0,0.0,100.0,100.0,0.0,,2026-07-12 08:00:00,system,2026-07-12 08:00:00,system
325,65,287,7,1047,B26-P1047-000325,6,2.0,2.0,0.0,1.0,1.0,0.0,,2026-07-12 08:00:00,system,2026-07-12 08:00:00,system
326,65,289,8,662,B26-P0662-000326,6,1.0,1.0,0.0,15.0,15.0,0.0,,2026-07-12 08:00:00,system,2026-07-12 08:00:00,system
327,65,290,9,1267,B26-P1267-000327,6,3.0,3.0,0.0,3.0,3.0,0.0,,2026-07-12 08:00:00,system,2026-07-12 08:00:00,system
328,65,291,10,1336,B26-P1336-000328,6,4.0,4.0,0.0,4.0,4.0,0.0,,2026-07-12 08:00:00,system,2026-07-12 08:00:00,system
329,65,292,11,76,B26-P0076-000329,6,1.0,1.0,0.0,30.0,30.0,0.0,,2026-07-12 08:00:00,system,2026-07-12 08:00:00,system
330,66,283,1,1381,B26-P1381-000330,6,2.0,2.0,0.0,20.0,20.0,0.0,,2026-07-13 08:00:00,system,2026-07-13 08:00:00,system
331,66,285,2,536,B26-P0536-000331,6,5.0,5.0,0.0,25.0,25.0,0.0,,2026-07-13 08:00:00,system,2026-07-13 08:00:00,system
332,66,286,3,752,B26-P0752-000332,6,6.0,6.0,0.0,300.0,300.0,0.0,,2026-07-13 08:00:00,system,2026-07-13 08:00:00,system
333,66,287,4,1047,B26-P1047-000333,6,9.0,9.0,0.0,4.5,4.5,0.0,,2026-07-13 08:00:00,system,2026-07-13 08:00:00,system
334,66,288,5,228,B26-P0228-000334,6,5.0,5.0,0.0,250.0,250.0,0.0,,2026-07-13 08:00:00,system,2026-07-13 08:00:00,system
335,66,289,6,662,B26-P0662-000335,6,4.0,4.0,0.0,60.0,60.0,0.0,,2026-07-13 08:00:00,system,2026-07-13 08:00:00,system
336,66,290,7,1267,B26-P1267-000336,6,21.0,21.0,0.0,21.0,21.0,0.0,,2026-07-13 08:00:00,system,2026-07-13 08:00:00,system
337,66,291,8,1336,B26-P1336-000337,6,22.0,22.0,0.0,22.0,22.0,0.0,,2026-07-13 08:00:00,system,2026-07-13 08:00:00,system
338,66,292,9,76,B26-P0076-000338,6,13.0,12.0,1.0,390.0,360.0,30.0,,2026-07-13 08:00:00,system,2026-07-13 08:00:00,system
339,67,293,1,250,B26-P0250-000339,6,33.0,33.0,0.0,39.6,39.6,0.0,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
340,67,294,2,260,B26-P0260-000340,6,24.0,24.0,0.0,120.0,120.0,0.0,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
341,68,299,1,1283,B26-P1283-000341,1,4.0,4.0,0.0,4000.0,4000.0,0.0,,2026-01-14 08:00:00,system,2026-01-14 08:00:00,system
342,68,300,2,910,B26-P0910-000342,6,6.0,6.0,0.0,90.0,90.0,0.0,,2026-01-14 08:00:00,system,2026-01-14 08:00:00,system
343,69,316,1,855,B26-P0855-000343,6,18.0,18.0,0.0,450.0,450.0,0.0,,2026-04-23 08:00:00,system,2026-04-23 08:00:00,system
344,69,317,2,1457,B26-P1457-000344,6,7.0,7.0,0.0,140.0,140.0,0.0,,2026-04-23 08:00:00,system,2026-04-23 08:00:00,system
345,69,318,3,1066,B26-P1066-000345,6,5.0,5.0,0.0,2.5,2.5,0.0,,2026-04-23 08:00:00,system,2026-04-23 08:00:00,system
346,69,319,4,1059,B26-P1059-000346,6,19.0,19.0,0.0,95.0,95.0,0.0,,2026-04-23 08:00:00,system,2026-04-23 08:00:00,system
347,69,320,5,689,B26-P0689-000347,6,8.0,8.0,0.0,240.0,240.0,0.0,,2026-04-23 08:00:00,system,2026-04-23 08:00:00,system
348,69,321,6,328,B26-P0328-000348,6,1.0,1.0,0.0,30.0,30.0,0.0,,2026-04-23 08:00:00,system,2026-04-23 08:00:00,system
349,69,322,7,1214,B26-P1214-000349,6,22.0,22.0,0.0,66.0,66.0,0.0,,2026-04-23 08:00:00,system,2026-04-23 08:00:00,system
350,69,323,8,744,B26-P0744-000350,6,1.0,1.0,0.0,180.0,180.0,0.0,,2026-04-23 08:00:00,system,2026-04-23 08:00:00,system
351,69,324,9,392,B26-P0392-000351,6,78.0,78.0,0.0,93.6,93.6,0.0,,2026-04-23 08:00:00,system,2026-04-23 08:00:00,system
352,69,325,10,398,B26-P0398-000352,6,21.0,21.0,0.0,525.0,525.0,0.0,,2026-04-23 08:00:00,system,2026-04-23 08:00:00,system
353,70,327,1,999,B26-P0999-000353,6,46.0,46.0,0.0,18.4,18.4,0.0,,2026-01-25 08:00:00,system,2026-01-25 08:00:00,system
354,70,328,2,1336,B26-P1336-000354,6,48.0,48.0,0.0,48.0,48.0,0.0,,2026-01-25 08:00:00,system,2026-01-25 08:00:00,system
355,70,329,3,979,B26-P0979-000355,6,4.0,4.0,0.0,200.0,200.0,0.0,,2026-01-25 08:00:00,system,2026-01-25 08:00:00,system
